article_id,title,link,sentence_id,sentence
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,19,"The conflict has contributed to a sharp rise in global oil prices, with the global benchmark Brent crude rising to $109 (£80) a barrel on Monday."
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,20,"The Nord has a swimming pool, submarine and helipad, according to a profile in the magazine Superyacht Times."
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,21,"Mordashov has been targeted by Western sanctions, including from the UK, US and European Union since Russia launched a full-scale invasion of Ukraine in 2022."
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,22,Hong Kong and the Maldives have previously not seized Nord despite calls from western nations to freeze his assets.
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,23,"In March 2022, one of Mordashov's smaller boats, the 65m (215ft) Lady M, was impounded by Italian police in the port of Imperia."
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,24,Several Russian oligarchs' boats have been seized or denied entry to European ports under the sanctions related to the ongoing Russian invasion of Ukraine.
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,25,"That has prompted the movement of such boats to areas around the world considered beyond the reach of the sanctions, including ports in the Middle East and Asia."
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,26,"While long-term peace negotiations stall with the US , Tehran has this week focused its diplomatic efforts on cementing its relationship with its ally Russia."
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,27,"Putin hosted an Iranian delegation in St Petersburg on Monday, where Iranian Foreign Minister Abbas Araghchi hailed their ""strategic relationship""."
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,28,"The Russian president told Araghchi that the Iranian people were ""courageously fighting"" for their sovereignty in the face of American and Israeli pressure, Russian state-run news agency Tass reported."
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,29,Araghchi shared photos on X showing him smiling and shaking hands with Putin and his Russian counterpart Sergei Lavrov.
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,30,"He wrote: ""Recent events have evidenced the depth and strength of our strategic partnership."
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,31,"""As our relationship continues to grow, we are grateful for solidarity and welcome Russia's support for diplomacy."""
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,32,Get our flagship newsletter with all the headlines you need to start the day.
42,Russian superyacht sails through Strait of Hormuz despite blockade,https://www.bbc.com/news/articles/cm2pn8zdxdjo,33,Sign up here.
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,1,The homecare sector is calling on the government to support care workers who are struggling with rising fuel prices triggered by the US-Israel war with Iran.
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,2,"Alexandra Snow, who often drives 50 miles (80km) a day to help people in their own homes, said: ""Before the war started it cost £45 to fill up, it's now £63 so that's a massive difference."""
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,3,"She said it forced her to be more selective about which homes to attend, based on the cost of getting there."
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,4,A government spokesperson said it was supporting care workers by extending the 5p fuel duty until September.
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,5,"It said its Fair Pay Agreement would lead to ""one of the biggest upgrades in their pay, rights and conditions in a generation""."
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,6,Fuel prices surged when the conflict began on 28 February with the production and transportation of energy across the Middle East slowing or stopping entirely due to missile strikes and drone attacks .
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,7,"Snow works for Home Instead, which employs 150 homecare workers across Somerset."
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,8,Company director Mark Hunt said rising fuel prices had already resulted in staff members leaving despite the firm giving employees a pay rise before the conflict began.
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,9,"""We do pay costs for mileage and travel but it's still not going to cover the excess that's been incurred,"" he said."
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,10,"Hunt explained ""margins in homecare are very tight"" after rising inflation, minimum wage increases and changes to employment rights."
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,11,"Dr Jane Townson, CEO of the Homecare Association which represents 2,100 homecare providers, fears workers will leave the industry if the crisis continues because ""the increasing cost is not going to be sustainable""."
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,12,"She said: ""We already have a challenge with retention and recruitment of care workers."
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,13,"""This may just make it worse unless there are some contingency plans put in place."""
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,14,"The organisation estimates that, collectively, the UK's homecare workers drive about four million miles (6.4 million km) a day to deliver care to elderly and disabled people."
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,15,It is now lobbying for homecare to be seen as essential infrastructure and for it to be included in emergency and fuel resilience planning and for homecare workers to be recognised as essential mobile workers so they are eligible for more support.
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,16,"The government spokesperson said it was ""determined"" to keep costs down and that it was taking action to ""put money in the pockets of our vital care workforce""."
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,17,"They said: ""Over this parliament, care workers will receive one of the biggest upgrades in their pay, rights and conditions in a generation, alongside our changes to the minimum wage and new measures in the Employment Rights Act."""
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,18,Follow BBC Somerset on Facebook and X .
43,Homecare workers warn fuel costs are unsustainable,https://www.bbc.com/news/articles/ckgxkg2nzpzo,19,Send your story ideas to us on email or via WhatsApp on 0800 313 4630 .
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,1,"People in the UK could face higher energy, food and flight ticket prices for at least eight months following the end of the US-Israel war with Iran, a senior minister has said."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,2,"Darren Jones, chief secretary to the prime minister, told the BBC the government was ""looking at all of those things"" as it stepped up plans to offset potential food and fuel shortages caused by the war."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,3,"Energy production and transportation across the Middle East has slowed or stopped entirely due to the conflict, causing supply chain issues and price rises globally."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,4,"Earlier this month, government officials drew up a worst-case scenario of food shortages by the summer, including chicken and pork, should the war continue."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,5,"The government has also been seeking to calm the public, urging drivers to keep filling up with petrol and using cars as usual, and not to change their travel plans over fears about a potential jet fuel shortages."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,6,"Jones told the BBC's Sunday with Laura Kuenssberg programme that he was looking at the economic impact of the war ""in a lot of detail"", but said that ""price pressure"" was more likely than gaps on supermarket shelves."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,7,"""Our best guess is eight plus months from the point of resolution that you'll see economic impacts coming through the system,"" he said."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,8,"""So people will see higher energy prices, food prices [...] flight ticket prices as a consequence of what [US President] Donald Trump has done in the Middle East."""
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,9,"Prime Minister Sir Keir Starmer will chair another meeting of a Cabinet committee on Tuesday set up to deal with any shortfalls, while a group of ministers is meeting twice a week to monitor stock levels and any disruptions to the supply chain."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,10,Twice weekly meetings of the contingency planning group of ministers are being led by Jones.
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,11,"He has previously said: ""This is not our war."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,12,The government made the right call to stay out of the conflict and only take defensive action to protect Britain's interests.
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,13,"""We're acting now to prepare for - and mitigate where possible - the impact on our economy and domestic security as a result of the conflict."""
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,14,"Last week, the International Monetary Fund (IMF) predicted the energy shock from the war would hit the UK the hardest of the world's advanced economies, and cut its estimate for UK growth this year to 0.8% from its previous prediction of 1.3%."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,15,"Jones has previously said that while the government would do everything in its power to find a permanent solution to the crisis and offset its impact, ""what happens abroad will still affect us here at home""."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,16,"A government source previously told the BBC it was planning for a scenario involving breakdowns in the supply of carbon dioxide (CO2), which is used in the slaughter of some animals and in food preservation, due to the closure of the Strait of Hormuz."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,17,"The government has provided funding to reactivate the Ensus bioethanol plant , which makes CO2 as a by-product to shore up supplies."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,18,"A spokesperson for the plant told the BBC it was ""confident we can continue to produce CO2 for the country's needs for the foreseeable future""."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,19,Jones said on Sunday that he had raised the issue of UK pubs potentially running out of draught beer during the Men's Football World Cup in the summer due to a shortage of CO2.
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,20,"""We are doing everything we can to make sure that is not the case,"" he said."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,21,"The majority of the UK's CO2 is imported from Europe but it is often produced as a by-product when companies make fertiliser, which needs natural gas."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,22,Supermarkets have said they were working with the government to help plan for a worst-case scenario.
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,23,"And, last month, the National Farmers' Union said cucumber and tomato prices could rise over the next six weeks, with the cost of other crops and milk increasing in the next three to six months."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,24,"Some countries that have been more acutely affected by the effective closure of the Strait of Hormuz - a vital shipping route - have brought in measures to limit fuel consumption , while some airlines have pared back their schedules ."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,25,"UK air carriers have insisted they were ""not currently seeing a shortage of jet fuel"" as they buy it in advance and airports maintain stocks."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,26,The Liberal Democrats have urged the government to include a bill in the next King's Speech which puts food security at the top of the government's agenda.
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,27,"The party's Cabinet Office spokeswoman Lisa Smart said ""the government also needs to wake up and provide more support to people who simply cannot afford the sky-high cost of getting around""."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,28,She added that the Lib Dems had proposed a 10p cut on fuel duty as well as reducing public transport costs.
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,29,"Iran's top negotiator said earlier this week that reopening the Strait of Hormuz was ""impossible"" if the US continued its naval blockade of Iranian ports."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,30,"Trump hopes to put pressure on Iran by targeting two economic drivers - the tolls the country was demanding ships pay to pass through the strait, and Iran's oil revenue."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,31,"Tehran has responded by calling the blockade ""piracy""."
44,"Higher prices could last for eight months after Iran war, minister says",https://www.bbc.com/news/articles/cm29m98md2do,32,"Negotiators from the country were in Islamabad, Pakistan, on Saturday for talks on ending the conflict."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,1,"Donald Trump cancelled a planned trip by US officials to Pakistan for talks on the Iran war on Saturday, shortly after Tehran's delegation had left Islamabad."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,2,"The US president said special envoy Steve Witkoff and son-in-law Jared Kushner would be wasting ""too much time"", adding that if Iran wanted to talk ""all they have to do is call""."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,3,"Earlier, Iranian Foreign Minister Abbas Aragchi held talks with mediator Pakistan, saying afterwards he had shared Iran's position on ending the war but was yet to see whether the US was ""truly serious about diplomacy""."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,4,Diplomatic efforts have stalled despite Trump's extension of a ceasefire that had been due to expire on 22 April to allow talks to continue.
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,5,"Both sides have been locked in a standoff over the Strait of Hormuz, with Iran restricting passage through the key shipping route in the wake of the US and Israel commencing strikes in February, as well as over Tehran's nuclear ambitions."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,6,The US has since increased its naval presence in the strait - through which roughly a fifth of the world's oil supply passes - to block Iranian oil exports.
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,7,"The White House had said the Iranians ""want to talk"" when the trip was announced on Friday, but Iran said there were no plans for a direct meeting."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,8,Trump said the ceasefire would hold on Saturday despite hopes of another round of face-to-face talks fading.
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,9,"Asked whether the cancelled US trip meant the war would resume, he told news site Axios: ""No, it doesn't mean that."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,10,"We haven't thought about it yet."""
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,11,"Announcing the trip had been called off on Saturday, Trump said there was ""tremendous infighting and confusion"" within Iran's leadership and that ""nobody knows who is in charge, including them""."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,12,"He wrote on his Truth Social platform: ""Also, we have all the cards, they have none!"
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,13,"If they want to talk, all they have to do is call!!!"""
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,14,"The White House said on Friday that US Vice-President JD Vance had been ""on standby"" to join the talks had they proved successful."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,15,He had led the US delegation in the first round of talks earlier this month and his absence from the initial planned delegation perhaps signalled that a major breakthrough was not expected.
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,16,"Iran's President Masoud Pezeshkian previously said Tehran remained open to talks but that ""breach of commitments, blockade and threats are main obstacles to genuine negotiations""."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,17,"Pakistan has mediated contact between the two sides in recent weeks, including talks between senior US and Iranian officials on 11 April that ended without agreement."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,18,"Araghchi, whose trip also includes visits to Oman and Russia, wrote in a post on X that his visit to Pakistan had been ""fruitful""."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,19,"He added that he had ""shared Iran's position concerning [a] workable framework to permanently end the war on Iran"", but said he had ""yet to see if US is truly serious about diplomacy""."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,20,"Pakistan's Prime Minister Shebaz Sharif said that the pair had shared ""a most warm, cordial exchange of views on the current regional situation""."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,21,"Araghchi is expected to return to Islamabad after visiting Oman, according to Iranian state media."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,22,"Washington's opposition to Iran gaining nuclear weapons was cited as a reason for instigating the current conflict, with the US and Israel suspecting Tehran of seeking to develop an atomic bomb."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,23,"Tehran has always denied any such intentions, saying its nuclear programme was intended for energy generation, despite having enriched uranium up to near weapons-grade level."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,24,"Elsewhere, at least four people were killed in Israeli strikes on southern Lebanon on Saturday, according to the country's state news agency."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,25,The Israeli military said Hezbollah had fired rockets at Israel.
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,26,"Despite a ceasefire between Israel and the Iran-backed militant group, both sides have continued to exchange fire in recent weeks and have accused one another of violating the agreement."
45,Trump cancels US envoys' trip to Pakistan for talks on Iran war,https://www.bbc.com/news/articles/c4g6nyvl29po,27,"On Saturday, a statement from the office of Israeli Prime Minister Benjamin Netanyahu said the military had been ordered to ""vigorously attack Hezbollah targets in Lebanon""."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,1,Hundreds of people are protesting near a UK military base that is being used by the United States Air Force (USAF) to launch operations against Iran.
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,2,"Up to 200 people have gathered at RAF Fairford, in Gloucestershire near the Wiltshire border, for the demonstration organised by the Campaign for Nuclear Disarmament (CND)."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,3,The base has been used to deploy US bombers since the Middle East conflict began on 28 February.
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,4,Gloucestershire Police warned residents to expect disruption throughout Saturday.
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,5,A spokesperson for the Ministry of Defence (MoD) said the government has granted the US permission to use British bases for specific and limited defensive operations.
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,6,"There has been increased action at RAF Fairford since the US, alongside Israel, began operations against Iran."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,7,"The CND is calling for an end to the war in Iran, and for Prime Minister Sir Keir Starmer to stop US President Donald Trump's use of British bases."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,8,"The protest started at about 12:00 BST from Fairford High Street, with campaigners then walking to RAF Fairford."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,9,Many protesters filled the streets near the base holding placards and pictures of children killed in the conflict so far .
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,10,"Iranian-born Matzi Ansari, 40, lives is London but is worried about her family in Tehran, adding she cannot sleep."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,11,"She said: ""Currently they're okay but... they're not sure what's happening to them tomorrow."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,12,"""They're under massive stress."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,13,"They don't have a normal life, they can't go to work and school."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,14,"""[It's] a very horrible situation currently."""
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,15,"Lindsey German, from Stop the War Coalition, said lots of people are frightened the conflict could start a nuclear war."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,16,"""We're saying to the British government they shouldn't allow the US to use these air bases,"" the 74-year-old from London said."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,17,"""There's a lot of feeling about it."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,18,"People are very frightened about it."""
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,19,Gloucestershire Highways said about a dozen roads will be closed between 11:00 and 17:00.
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,20,Residents have previously told the BBC the noise of the aircraft is so loud it sometimes makes their houses shake .
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,21,"A Gloucestershire Police spokesperson said: ""While we will enable lawful peaceful protest, we must also balance peoples' rights of freedom of expression and assembly with those of the wider public to go about their personal and professional life without disruption."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,22,"""As a result, we will not hesitate in taking action against anyone who commits any unlawful act."""
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,23,"An MoD spokesperson said that requests to use UK military bases from foreign partners are ""considered on a case-by-case basis, with all operational support to allies assessed against legal requirements""."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,24,"""For operational security reasons, we do not comment on foreign nations' military operations,"" they added."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,25,"Follow BBC Gloucestershire on Facebook , X and Instagram ."
46,Protest at RAF base being used in Iran conflict,https://www.bbc.com/news/articles/c9qd8e0v309o,26,Send your story ideas to us on email or via WhatsApp on 0800 313 4630 .
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,1,"Donald Trump's special envoy Steve Witkoff and the US president's son-in-law Jared Kushner are heading to Pakistan for peace talks with Iran on Saturday morning, the White House has said."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,2,"""The Iranians want to talk,"" White House press secretary Karoline Leavitt said, adding that US Vice-President JD Vance was ""on standby"" to travel if the talks proved successful."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,3,"Iran's foreign ministry spokesman Esmail Baqaei said he and Foreign Minister Abbas Araghchi had arrived in Islamabad on Friday evening, and Araghchi would be meeting ""Pakistani high-level officials""."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,4,"He added that: ""No meeting is planned to take place between Iran and the US."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,5,"Iran's observations would be conveyed to Pakistan."""
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,6,"Ahead of Baqaei's comments, US Defence Secretary Pete Hegseth said Tehran had a chance to make a ""good deal"", stressing that ""all they have to do is abandon a nuclear weapon and in meaningful and verifiable ways""."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,7,"At Friday's news briefing, Hegseth also warned that Washington's continuing blockade of the Strait of Hormuz - a major oil shipping route - was ""growing and going global""."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,8,"The US and Israel began attacking Iran on 28 February, and Tehran subsequently restricted shipping through the Strait of Hormuz."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,9,The moves by the warring sides have sent oil prices skyrocketing around the globe.
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,10,"Speaking to reporters on Friday, Leavitt said Trump had decided to send Witkoff and Kushner to Islamabad ""to hear the Iranians out"", adding that US president is ""always willing to give diplomacy a chance""."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,11,"Leavitt added that ""we've certainly seen some progress from the Iranian side in the last couple of days""."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,12,"Meanwhile, the Iranian embassy in Islamabad said Araghchi planned to ""review bilateral matters"" and discuss regional developments."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,13,Trump and Hegseth have insisted this week that the US is not feeling pressure to end the war with Iran.
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,14,But news that the US-Iran talks are continuing this weekend underscores yet again the divide between the administration's public pronouncements and behind-the-scenes push by the White House to find a way to wind down the war.
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,15,"This suggests both sides are seeking a path forward, despite the continued mixed messages from Trump and aggressive posturing from Tehran."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,16,The open question now is how much progress the countries can make in Pakistan.
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,17,JD Vance led the US delegation in the first round of talks earlier this month but so far is not confirmed to be going to the negotiations this weekend.
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,18,"Vance's absence, if he does not go, might mean the two countries do not expect a major breakthrough."
47,Trump's envoys Witkoff and Kushner to fly to Pakistan for Iran talks,https://www.bbc.com/news/articles/cy8103xklreo,19,But the fact that the talks are continuing shows both the US and Iran are interested in a deal.
